id,lock_version,json_schema_version,accession_id,deaccession_id,archival_object_id,resource_id,digital_object_id,digital_object_component_id,portion_id,"number",extent_type_id,"container_summary","physical_details","dimensions","created_by","last_modified_by","create_time","system_mtime","user_mtime"
1667,0,1,NULL,NULL,26307,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1668,0,1,NULL,NULL,26308,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1669,0,1,NULL,NULL,26309,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1670,0,1,NULL,NULL,26310,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1671,0,1,NULL,NULL,26311,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1672,0,1,NULL,NULL,26312,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1673,0,1,NULL,NULL,26313,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1674,0,1,NULL,NULL,26314,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1675,0,1,NULL,NULL,26315,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1676,0,1,NULL,NULL,26316,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1677,0,1,NULL,NULL,26317,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1678,0,1,NULL,NULL,26318,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1679,0,1,NULL,NULL,26319,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1680,0,1,NULL,NULL,26320,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1681,0,1,NULL,NULL,26321,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1682,0,1,NULL,NULL,26322,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1683,0,1,NULL,NULL,26323,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1684,0,1,NULL,NULL,26324,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1685,0,1,NULL,NULL,26325,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1686,0,1,NULL,NULL,26326,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1687,0,1,NULL,NULL,26327,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1688,0,1,NULL,NULL,26328,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:49","2016-10-11 16:23:49","2016-10-11 16:23:49"
1689,0,1,NULL,NULL,26329,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1690,0,1,NULL,NULL,26330,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1691,0,1,NULL,NULL,26331,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1692,0,1,NULL,NULL,26332,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1693,0,1,NULL,NULL,26333,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1694,0,1,NULL,NULL,26334,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1695,0,1,NULL,NULL,26335,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1696,0,1,NULL,NULL,26336,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1697,0,1,NULL,NULL,26337,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1698,0,1,NULL,NULL,26338,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1699,0,1,NULL,NULL,26339,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1700,0,1,NULL,NULL,26340,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1701,0,1,NULL,NULL,26341,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1702,0,1,NULL,NULL,26342,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1703,0,1,NULL,NULL,26343,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1704,0,1,NULL,NULL,26344,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1705,0,1,NULL,NULL,26345,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1706,0,1,NULL,NULL,26346,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1707,0,1,NULL,NULL,26347,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1708,0,1,NULL,NULL,26348,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1709,0,1,NULL,NULL,26349,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1710,0,1,NULL,NULL,26350,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1711,0,1,NULL,NULL,26351,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1712,0,1,NULL,NULL,26352,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1713,0,1,NULL,NULL,26353,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1714,0,1,NULL,NULL,26354,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1715,0,1,NULL,NULL,26355,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1716,0,1,NULL,NULL,26356,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1717,0,1,NULL,NULL,26357,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1718,0,1,NULL,NULL,26358,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1719,0,1,NULL,NULL,26359,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1720,0,1,NULL,NULL,26360,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1721,0,1,NULL,NULL,26361,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1722,0,1,NULL,NULL,26362,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1723,0,1,NULL,NULL,26363,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1724,0,1,NULL,NULL,26364,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1725,0,1,NULL,NULL,26365,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1726,0,1,NULL,NULL,26366,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1727,0,1,NULL,NULL,26367,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:50","2016-10-11 16:23:50","2016-10-11 16:23:50"
1728,0,1,NULL,NULL,26368,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1729,0,1,NULL,NULL,26369,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1730,0,1,NULL,NULL,26370,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1731,0,1,NULL,NULL,26371,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1732,0,1,NULL,NULL,26372,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1733,0,1,NULL,NULL,26373,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1734,0,1,NULL,NULL,26374,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1735,0,1,NULL,NULL,26375,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1736,0,1,NULL,NULL,26376,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1737,0,1,NULL,NULL,26377,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1738,0,1,NULL,NULL,26378,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1739,0,1,NULL,NULL,26379,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1740,0,1,NULL,NULL,26380,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1741,0,1,NULL,NULL,26381,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1742,0,1,NULL,NULL,26382,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1743,0,1,NULL,NULL,26383,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1744,0,1,NULL,NULL,26384,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1745,0,1,NULL,NULL,26385,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1746,0,1,NULL,NULL,26386,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1747,0,1,NULL,NULL,26387,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1748,0,1,NULL,NULL,26388,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1749,0,1,NULL,NULL,26389,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1750,0,1,NULL,NULL,26390,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1751,0,1,NULL,NULL,26391,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1752,0,1,NULL,NULL,26392,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1753,0,1,NULL,NULL,26393,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1754,0,1,NULL,NULL,26394,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1755,0,1,NULL,NULL,26395,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1756,0,1,NULL,NULL,26396,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1757,0,1,NULL,NULL,26397,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1758,0,1,NULL,NULL,26398,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1759,0,1,NULL,NULL,26399,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1760,0,1,NULL,NULL,26400,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1761,0,1,NULL,NULL,26401,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1762,0,1,NULL,NULL,26402,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1763,0,1,NULL,NULL,26403,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1764,0,1,NULL,NULL,26404,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1765,0,1,NULL,NULL,26405,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1766,0,1,NULL,NULL,26406,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1767,0,1,NULL,NULL,26407,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:51","2016-10-11 16:23:51","2016-10-11 16:23:51"
1768,0,1,NULL,NULL,26408,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1769,0,1,NULL,NULL,26409,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1770,0,1,NULL,NULL,26410,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1771,0,1,NULL,NULL,26411,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1772,0,1,NULL,NULL,26412,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1773,0,1,NULL,NULL,26413,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1774,0,1,NULL,NULL,26414,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1775,0,1,NULL,NULL,26415,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1776,0,1,NULL,NULL,26416,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1777,0,1,NULL,NULL,26417,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1778,0,1,NULL,NULL,26418,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1779,0,1,NULL,NULL,26419,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1780,0,1,NULL,NULL,26420,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1781,0,1,NULL,NULL,26421,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1782,0,1,NULL,NULL,26422,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1783,0,1,NULL,NULL,26423,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1784,0,1,NULL,NULL,26424,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1785,0,1,NULL,NULL,26425,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1786,0,1,NULL,NULL,26426,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1787,0,1,NULL,NULL,26427,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1788,0,1,NULL,NULL,26428,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1789,0,1,NULL,NULL,26429,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1790,0,1,NULL,NULL,26430,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1791,0,1,NULL,NULL,26431,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1792,0,1,NULL,NULL,26432,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1793,0,1,NULL,NULL,26433,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1794,0,1,NULL,NULL,26434,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1795,0,1,NULL,NULL,26435,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1796,0,1,NULL,NULL,26436,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1797,0,1,NULL,NULL,26437,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1798,0,1,NULL,NULL,26438,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1799,0,1,NULL,NULL,26439,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1800,0,1,NULL,NULL,26440,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1801,0,1,NULL,NULL,26441,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1802,0,1,NULL,NULL,26442,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1803,0,1,NULL,NULL,26443,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1804,0,1,NULL,NULL,26444,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1805,0,1,NULL,NULL,26445,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1806,0,1,NULL,NULL,26446,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1807,0,1,NULL,NULL,26447,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1808,0,1,NULL,NULL,26448,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:52","2016-10-11 16:23:52","2016-10-11 16:23:52"
1809,0,1,NULL,NULL,26449,NULL,NULL,NULL,923,"1",4668,NULL,NULL,NULL,"admin","admin","2016-10-11 16:23:53","2016-10-11 16:23:53","2016-10-11 16:23:53"
